Person_Id,Company Name,Car,Style,Range(Km/Full Charge),Transmission,VehicleType,PriceRange,Capacity(Seats),BootSpace,BaseModel,TopModel,Charging Time(hrs),Color,Free Services,Delivery Days,Ratings(out of 5)
3.98E+05,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,31,4.15
9d188a,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,3,4.85
13ae64,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2215000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,6,1.89
45356c,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11500000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,20,1.96
4837fe,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,45,4.48
c97c3b,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1924000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,55,2.72
fd0cb4,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10600000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,43,2.52
7f3df9,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,43,1.56
a17fc5,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2555000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,50,4.14
93e2ea,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,53,2.96
ccdd08,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,21,2.61
939c6a,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,6,1.47
8.07E+06,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,10,3.69
658f3f,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10600000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,56,4.03
de71d4,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,11,1.5
420dcf,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,7,2.17
d47be9,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,19,3.13
c1ff78,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,33,1.68
ab731e,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,38,1.15
52acb9,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,35,4.16
1e2afb,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,30,3.48
cdfdb7,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1260000,5,316 L,XE,XZ Plus Dual Tone,8,Grey,3 Years of Free Maintenance,31,4.6
a4e4e4,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387520,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,14,2.41
edfcdd,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,22,1.9
557fb3,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11500000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,49,2.27
426703,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11100000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,12,2.94
2a9340,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,25,3.45
905907,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,6,2.29
438a1c,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,25,4.09
27cb3e,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,57,3.26
972159,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,33,1.56
5d904e,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,8,2.05
3cdba7,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,15,2.96
3ee3d5,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,55,4.03
651d80,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2320000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,40,1.48
aa167a,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,22,4.19
4cffa7,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,52,1.44
473857,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,26,4.47
648f92,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,44,3.37
bbb189,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,16,3.18
f66066,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11300000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,42,1.42
99c12c,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,8,2.94
3bf999,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1699999,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,40,1.76
f44aa5,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1330700,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,14,3.84
547088,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,11,3.4
108ce4,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,26,4.22
d743ee,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,49,1.88
334f53,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,10,1.35
d5c663,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,59,4.1
b2076c,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,21,4.68
f0c7bb,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,23,4.26
4b39a2,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1600150,5,350 L,XM,Dark XZ Plus LUX,8,Silver,Free Charging Station Installation,6,1.72
c53cee,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10100000,5,660 L,Premium Plus,Prestige,9,Black,4 Years of Free Servicing and Maintenance,26,2.52
8b6b53,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1923709,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,14,4.85
8ddd8c,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,53,3.45
c3ed6c,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,29,3.7
7.55E+10,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,51,3.25
4b1c96,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Red,Free Software Updates,43,3.01
ffc22a,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,58,1.38
159a8e,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,4,4.88
65ffd4,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,8,2.44
e1686e,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,12,1.21
0c79e8,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,57,2.42
70df89,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,42,4.16
d21e33,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,31,3.57
722b7f,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,51,4.72
5a5c68,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,38,1.62
aa09c4,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,6,4.18
a7b263,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,25,1.46
13790c,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,31,4.7
408f7e,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2210000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,58,1.38
10f7a5,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,18,2.09
4997c4,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11100000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,41,2.7
bb12aa,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,57,1.05
c66531,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Black,Free Maintenance and Roadside Assistance,49,4.76
21da2e,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,9,4.58
33ea1c,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2555000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,45,3.64
4c03ee,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,28,4.48
6b0be5,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,47,3.47
49c6c2,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,29,2.29
9abde6,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,53,3.75
61c636,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Red,5 Years of Free Service Plan,34,1.99
474fcc,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2330000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,15,4.34
071a9a,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,42,3.59
792ff1,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,34,1.74
d1293f,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,34,3.99
3dccea,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,9,4.8
c8397f,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,White,3 Years of Free Maintenance,23,4.76
4eddf3,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,11900000,5,660 L,Premium Plus,Prestige,9,Silver,4 Years of Free Servicing and Maintenance,25,3.79
f3c189,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,33,1.6
392e1a,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,3,3.86
9a60c1,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1774000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,32,3.22
2.97E+09,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,20,4.11
6b86b1,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,12,1.08
2.90E+73,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,24,1.17
23c82f,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Red,Free Charging Station Installation,6,3.1
7715cf,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,13,3.39
ccd463,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,45,2.48
df90ab,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,White,Free Maintenance and Roadside Assistance,48,4.65
f8885e,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2385000,5,332 L,Premium Dual Tone,HSE,9,Silver,3 Years of Free Roadside Assistance,37,2.25
640bae,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1427200,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,59,3.78
cf3b24,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1399000,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,14,1.78
b08280,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1427900,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,55,4.21
3e8d2c,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,15,1.44
fdd8a6,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,42,4.88
8b5367,Audi,Audi_E_Tron,Compact SUV,400,Automatic,Electric,10800000,5,660 L,Premium Plus,Prestige,9,White,4 Years of Free Servicing and Maintenance,53,4.35
47aed8,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Silver,Free Charging Cable and Installation,34,4.37
b520cb,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1800541,5,350 L,XM,Dark XZ Plus LUX,8,Red,Free Charging Station Installation,16,2.53
e7fc77,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Blue,Free Maintenance and Roadside Assistance,32,3.87
947820,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387500,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,43,3.11
fac179,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,36,1.71
f0073c,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,16,2.39
30a922,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,White,Free Tire Rotation and Wheel Alignment,41,2.14
b89200,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2386900,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,52,3.98
3455b7,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Silver,3 Years of Free Maintenance,36,3.61
de494e,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,26,2.38
96598a,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Silver,3 Years of Free Scheduled Maintenance,56,3.03
2f7c93,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2199000,5,448 L,Excite,Exclusive,7,Black,Free Home Charging Unit,39,3.39
731c42,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Red,Free Charging Cable and Installation,23,3.87
9f715c,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1300541,5,316 L,XE,XZ Plus Dual Tone,8,Silver,3 Years of Free Maintenance,23,4.6
74e9d2,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,White,5 Years of Free Service Plan,15,4.62
722d93,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,44,2.93
aa8e3b,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1764000,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,White,Free Charging Cable and Installation,24,1.54
0f1dae,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,16,1.78
3085cd,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Blue,Free Tire Rotation and Wheel Alignment,19,3.78
028a8d,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Red,3 Years of Free Scheduled Maintenance,45,2.77
6c793b,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,Grey,Free Software Updates,42,4.73
24e5c4,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Blue,5 Years of Free Service Plan,58,2.81
d95d0f,Porsche,Porsche_Taycan,Premium Sports Sedan,na,Automatic,Electric,15000000,4,366 L,na,na,9,Red,Free Maintenance and Roadside Assistance,8,1.77
124c30,BYD Auto,BYD_E6,Subcompact MPV,415,Automatic,Electric,2915000,5,580 L,STD,na,6,White,Free Software Updates,6,4.38
2f53bb,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,10900000,5,656 L,S,Sportback 55,12,Blue,3 Years of Free Scheduled Maintenance,13,3.09
19b17f,Audi,Audi_E_Tron_GT,Premium Coupe,388,Automatic,Electric,18000000,5,405 L,Quattro,na,9,Black,5 Years of Free Service Plan,27,3.62
853466,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2398000,5,332 L,Premium Dual Tone,HSE,9,Grey,3 Years of Free Roadside Assistance,36,1.85
252d29,BMW,BM_iX,Premium Fullsize SUV,425,Automatic,Electric,11600000,5,500 L,na,na,11,Black,Free Tire Rotation and Wheel Alignment,48,1.97
7e782b,Tata Motor,Tata_Nexon_EV,Compact SUV,312,Automatic,Electric,1633445,5,350 L,XM,Dark XZ Plus LUX,8,Grey,Free Charging Station Installation,30,2.09
5d757b,Tata Motor,Tata_Tigor_EV,Subcompact Sedan,306,Automatic,Electric,1299999,5,316 L,XE,XZ Plus Dual Tone,8,White,3 Years of Free Maintenance,55,1.21
7e757a,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,Blue,Free Home Charging Unit,17,4.16
98cf4e,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2205000,5,448 L,Excite,Exclusive,7,White,Free Home Charging Unit,21,4.15
bf11a1,MG Motor,MG_ZS_EV,Compact SUV,419,Automatic,Electric,2245000,5,448 L,Excite,Exclusive,7,Red,Free Home Charging Unit,55,2.36
42604,Mercedes-Benz,Mercedes_Benz_EQC,Compact SUV,471,Automatic,Electric,10000000,5,500 L,EQC 400 4MATIC,EQC 400 4MATIC AMG Line,11,Grey,3 Years of Free Maintenance,24,3.18
3c62ef,Tata Motor,Tata_Nexon_EV_Max,Compact SUV,437,Automatic,Electric,1775065,5,350 L,XZ Plus 3.3 kW,XZ Plus Lux 7.2 kW,8,Blue,Free Charging Cable and Installation,51,4.01
35957b,Jaguar,Jaguar_I_Pace,Premium Midsize Sedan,470,Automatic,Electric,11000000,5,656 L,S,Sportback 55,12,Black,3 Years of Free Scheduled Maintenance,7,2.68
85f4e5,Hyundai Motor India Ltd,Hyundai_Kona_Electric,Compact SUV,452,Automatic,Electric,2387900,5,332 L,Premium Dual Tone,HSE,9,Blue,3 Years of Free Roadside Assistance,19,4.44
